Date,Adj Close,Close,High,Low,Open,Volume
2023-03-22,156.99203491210938,157.8300018310547,162.13999938964844,157.80999755859375,159.3000030517578,75701800
2023-03-23,158.086181640625,158.92999267578125,161.5500030517578,157.67999267578125,158.8300018310547,67622100
2023-03-24,159.39918518066406,160.25,160.33999633789062,157.85000610351562,158.86000061035156,59196500
2023-03-27,157.43963623046875,158.27999877929688,160.77000427246094,157.8699951171875,159.94000244140625,52390300
2023-03-28,156.81295776367188,157.64999389648438,158.49000549316406,155.97999572753906,157.97000122070312,45992200
2023-03-29,159.91641235351562,160.77000427246094,161.0500030517578,159.35000610351562,159.3699951171875,51305700
2023-03-30,161.4979705810547,162.36000061035156,162.47000122070312,161.27000427246094,161.52999877929688,49501700
2023-03-31,164.0244598388672,164.89999389648438,165.0,161.91000366210938,162.44000244140625,68749800
2023-04-03,165.28775024414062,166.1699981689453,166.2899932861328,164.22000122070312,164.27000427246094,56976200
2023-04-04,164.7506103515625,165.6300048828125,166.83999633789062,165.11000061035156,166.60000610351562,46278300
2023-04-05,162.89053344726562,163.75999450683594,165.0500030517578,161.8000030517578,164.74000549316406,51511700
2023-04-06,163.7857666015625,164.66000366210938,164.9600067138672,162.0,162.42999267578125,45390100
2023-04-10,161.1697235107422,162.02999877929688,162.02999877929688,160.0800018310547,161.4199981689453,47716900
2023-04-11,159.94625854492188,160.8000030517578,162.36000061035156,160.50999450683594,162.35000610351562,47644200
2023-04-12,159.24996948242188,160.10000610351562,162.05999755859375,159.77999877929688,161.22000122070312,50133100
2023-04-13,164.68096923828125,165.55999755859375,165.8000030517578,161.4199981689453,161.6300048828125,68445600
2023-04-14,164.3328399658203,165.2100067138672,166.32000732421875,163.82000732421875,164.58999633789062,49386500
2023-04-17,164.3527374267578,165.22999572753906,165.38999938964844,164.02999877929688,165.08999633789062,41516200
2023-04-18,165.58616638183594,166.47000122070312,167.41000366210938,165.64999389648438,166.10000610351562,49923000
2023-04-19,166.74000549316406,167.6300048828125,168.16000366210938,165.5399932861328,165.8000030517578,47720200
2023-04-20,165.76519775390625,166.64999389648438,167.8699951171875,165.55999755859375,166.08999633789062,52456400
2023-04-21,164.14385986328125,165.02000427246094,166.4499969482422,164.49000549316406,165.0500030517578,58337300
2023-04-24,164.45220947265625,165.3300018310547,165.60000610351562,163.88999938964844,165.0,41949600
2023-04-25,162.90048217773438,163.77000427246094,166.30999755859375,163.72999572753906,165.19000244140625,48714100
2023-04-26,162.89053344726562,163.75999450683594,165.27999877929688,162.8000030517578,163.05999755859375,45498800
2023-04-27,167.515869140625,168.41000366210938,168.55999755859375,165.19000244140625,165.19000244140625,64902300
2023-04-28,168.7790985107422,169.67999267578125,169.85000610351562,167.8800048828125,168.49000549316406,55209200
2023-05-01,168.68960571289062,169.58999633789062,170.4499969482422,168.63999938964844,169.27999877929688,52472900
2023-05-02,167.6451416015625,168.5399932861328,170.35000610351562,167.5399932861328,170.08999633789062,48425700
2023-05-03,166.56092834472656,167.4499969482422,170.9199981689453,167.16000366210938,169.5,65136000
2023-05-04,164.9097442626953,165.7899932861328,167.0399932861328,164.30999755859375,164.88999938964844,81235400
2023-05-05,172.64846801757812,173.57000732421875,174.3000030517578,170.75999450683594,170.97999572753906,113316400
2023-05-08,172.57882690429688,173.5,173.85000610351562,172.11000061035156,172.47999572753906,55962800
2023-05-09,170.85801696777344,171.77000427246094,173.5399932861328,171.60000610351562,173.0500030517578,45326900
2023-05-10,172.63851928710938,173.55999755859375,174.02999877929688,171.89999389648438,173.02000427246094,53724500
2023-05-11,172.82748413085938,173.75,174.58999633789062,172.1699981689453,173.85000610351562,49514700
2023-05-12,171.89120483398438,172.57000732421875,174.05999755859375,171.0,173.6199951171875,45497800
2023-05-15,171.39317321777344,172.07000732421875,173.2100067138672,171.47000122070312,173.16000366210938,37266700
2023-05-16,171.39317321777344,172.07000732421875,173.13999938964844,171.8000030517578,171.99000549316406,42110300
2023-05-17,172.01072692871094,172.69000244140625,172.92999267578125,170.4199981689453,171.7100067138672,57951600
2023-05-18,174.3614501953125,175.0500030517578,175.24000549316406,172.5800018310547,173.0,65496700
2023-05-19,174.4710235595703,175.16000366210938,176.38999938964844,174.94000244140625,176.38999938964844,55772400
2023-05-22,173.51478576660156,174.1999969482422,174.7100067138672,173.4499969482422,173.97999572753906,43570900
2023-05-23,170.8851776123047,171.55999755859375,173.3800048828125,171.27999877929688,173.1300048828125,50747300
2023-05-24,171.1640625,171.83999633789062,172.4199981689453,170.52000427246094,171.08999633789062,45143500
2023-05-25,172.30953979492188,172.99000549316406,173.89999389648438,171.69000244140625,172.41000366210938,56058300
2023-05-26,174.73992919921875,175.42999267578125,175.77000427246094,173.11000061035156,173.32000732421875,54835000
2023-05-30,176.6025848388672,177.3000030517578,178.99000549316406,176.57000732421875,176.9600067138672,55964400
2023-05-31,176.5527801513672,177.25,179.35000610351562,176.75999450683594,177.3300018310547,99625300
2023-06-01,179.38160705566406,180.08999633789062,180.1199951171875,176.92999267578125,177.6999969482422,68901800
2023-06-02,180.23822021484375,180.9499969482422,181.77999877929688,179.25999450683594,181.02999877929688,61945900
2023-06-05,178.8736114501953,179.5800018310547,184.9499969482422,178.0399932861328,182.6300048828125,121946500
2023-06-06,178.50506591796875,179.2100067138672,180.1199951171875,177.42999267578125,179.97000122070312,64848400
2023-06-07,177.12054443359375,177.82000732421875,181.2100067138672,177.32000732421875,178.44000244140625,61944600
2023-06-08,179.85972595214844,180.57000732421875,180.83999633789062,177.4600067138672,177.89999389648438,50214900
2023-06-09,180.24819946289062,180.9600067138672,182.22999572753906,180.6300048828125,181.5,48870700
2023-06-12,183.06704711914062,183.7899932861328,183.88999938964844,180.97000122070312,181.27000427246094,54274900
2023-06-13,182.58895874023438,183.30999755859375,184.14999389648438,182.44000244140625,182.8000030517578,54929100
2023-06-14,183.22642517089844,183.9499969482422,184.38999938964844,182.02000427246094,183.3699951171875,57462900
2023-06-15,185.2783203125,186.00999450683594,186.52000427246094,183.77999877929688,183.9600067138672,65433200
2023-06-16,184.19261169433594,184.9199981689453,186.99000549316406,184.27000427246094,186.72999572753906,101235600
2023-06-20,184.28225708007812,185.00999450683594,186.10000610351562,184.41000366210938,184.41000366210938,49799100
2023-06-21,183.2364044189453,183.9600067138672,185.41000366210938,182.58999633789062,184.89999389648438,49515700
2023-06-22,186.26443481445312,187.0,187.0500030517578,183.6699981689453,183.74000549316406,51245300
2023-06-23,185.9456787109375,186.67999267578125,187.55999755859375,185.00999450683594,185.5500030517578,53079300
2023-06-26,184.541259765625,185.27000427246094,188.0500030517578,185.22999572753906,186.8300018310547,48088700
2023-06-27,187.32025146484375,188.05999755859375,188.38999938964844,185.6699981689453,185.88999938964844,50730800
2023-06-28,188.50558471679688,189.25,189.89999389648438,187.60000610351562,187.92999267578125,51216800
2023-06-29,188.84423828125,189.58999633789062,190.07000732421875,188.94000244140625,189.0800018310547,46347300
2023-06-30,193.20703125,193.97000122070312,194.47999572753906,191.25999450683594,191.6300048828125,85069600
2023-07-03,191.70297241210938,192.4600067138672,193.8800048828125,191.75999450683594,193.77999877929688,31458200
2023-07-05,190.57740783691406,191.3300018310547,192.97999572753906,190.6199951171875,191.57000732421875,46920300
2023-07-06,191.05551147460938,191.80999755859375,192.02000427246094,189.1999969482422,189.83999633789062,45094300
2023-07-07,189.92994689941406,190.67999267578125,192.6699981689453,190.24000549316406,191.41000366210938,46778000
2023-07-10,187.86810302734375,188.61000061035156,189.99000549316406,187.0399932861328,189.25999450683594,59922200
2023-07-11,187.34019470214844,188.0800018310547,189.3000030517578,186.60000610351562,189.16000366210938,46638100
2023-07-12,189.02354431152344,189.77000427246094,191.6999969482422,188.47000122070312,189.67999267578125,60750200
2023-07-13,189.79049682617188,190.5399932861328,191.19000244140625,189.77999877929688,190.5,41342300
2023-07-14,189.93991088867188,190.69000244140625,191.17999267578125,189.6300048828125,190.22999572753906,41573900
2023-07-17,193.22694396972656,193.99000549316406,194.32000732421875,191.80999755859375,191.89999389648438,50520200
2023-07-18,192.96795654296875,193.72999572753906,194.3300018310547,192.4199981689453,193.35000610351562,48353800
2023-07-19,194.33258056640625,195.10000610351562,198.22999572753906,192.64999389648438,193.10000610351562,80507300
2023-07-20,192.37033081054688,193.1300048828125,196.47000122070312,192.5,195.08999633789062,59581200
2023-07-21,191.1850128173828,191.94000244140625,194.97000122070312,191.22999572753906,194.10000610351562,71917800
2023-07-24,191.99180603027344,192.75,194.91000366210938,192.25,193.41000366210938,45377800
2023-07-25,192.8583984375,193.6199951171875,194.44000244140625,192.9199981689453,193.3300018310547,37283200
2023-07-26,193.7349395751953,194.5,195.63999938964844,193.32000732421875,193.6699981689453,47471900
2023-07-27,192.4599609375,193.22000122070312,197.1999969482422,192.5500030517578,196.02000427246094,47460200
2023-07-28,195.05970764160156,195.8300018310547,196.6300048828125,194.13999938964844,194.6699981689453,48291400
2023-07-31,195.67726135253906,196.4499969482422,196.49000549316406,195.25999450683594,196.05999755859375,38824100
2023-08-01,194.84056091308594,195.61000061035156,196.72999572753906,195.27999877929688,196.24000549316406,35175100
2023-08-02,191.82247924804688,192.5800018310547,195.17999267578125,191.85000610351562,195.0399932861328,50389300
2023-08-03,190.41802978515625,191.1699981689453,192.3699951171875,190.69000244140625,191.57000732421875,61235200
2023-08-04,181.27415466308594,181.99000549316406,187.3800048828125,181.9199981689453,185.52000427246094,115799700
2023-08-07,178.146484375,178.85000610351562,183.1300048828125,177.35000610351562,182.1300048828125,97576100
2023-08-08,179.09274291992188,179.8000030517578,180.27000427246094,177.5800018310547,179.69000244140625,67823000
2023-08-09,177.48907470703125,178.19000244140625,180.92999267578125,177.00999450683594,180.8699951171875,60378500
2023-08-10,177.26995849609375,177.97000122070312,180.75,177.60000610351562,179.47999572753906,54686900
2023-08-11,177.32980346679688,177.7899932861328,178.6199951171875,176.5500030517578,177.32000732421875,51988100
2023-08-14,178.9954833984375,179.4600067138672,179.69000244140625,177.30999755859375,177.97000122070312,43675600
2023-08-15,176.9906768798828,177.4499969482422,179.47999572753906,177.0500030517578,178.8800048828125,43622600
2023-08-16,176.1129608154297,176.57000732421875,178.5399932861328,176.5,177.1300048828125,46964900
2023-08-17,173.54962158203125,174.0,177.50999450683594,173.47999572753906,177.13999938964844,66062900
2023-08-18,174.03834533691406,174.49000549316406,175.10000610351562,171.9600067138672,172.3000030517578,61114200
2023-08-21,175.3848419189453,175.83999633789062,176.1300048828125,173.74000549316406,175.07000732421875,46311900
2023-08-22,176.771240234375,177.22999572753906,177.67999267578125,176.25,177.05999755859375,42084200
2023-08-23,180.65118408203125,181.1199951171875,181.5500030517578,178.3300018310547,178.52000427246094,52722800
2023-08-24,175.92344665527344,176.3800048828125,181.10000610351562,176.00999450683594,180.6699981689453,54945800
2023-08-25,178.14767456054688,178.61000061035156,179.14999389648438,175.82000732421875,177.3800048828125,51449600
2023-08-28,179.7235870361328,180.19000244140625,180.58999633789062,178.5500030517578,180.08999633789062,43820700
2023-08-29,183.64341735839844,184.1199951171875,184.89999389648438,179.5,179.6999969482422,53003900
2023-08-30,187.16427612304688,187.64999389648438,187.85000610351562,184.74000549316406,184.94000244140625,60813900
2023-08-31,187.3837127685547,187.8699951171875,189.1199951171875,187.47999572753906,187.83999633789062,60794500
2023-09-01,188.9696044921875,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45732600
2023-09-05,189.20896911621094,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000
2023-09-06,182.43655395507812,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800
2023-09-07,177.10040283203125,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800
2023-09-08,177.71878051757812,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300
2023-09-11,178.89573669433594,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100
2023-09-12,175.84365844726562,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200
2023-09-13,173.75906372070312,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900
2023-09-14,175.28512573242188,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800
2023-09-15,174.55697631835938,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109205100
2023-09-18,177.50933837890625,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600
2023-09-19,178.6064910888672,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900
2023-09-20,175.03575134277344,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200
2023-09-21,173.47979736328125,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63047900
2023-09-22,174.33755493164062,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400
2023-09-25,175.6242218017578,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700
2023-09-26,171.514892578125,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900
2023-09-27,169.98883056640625,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800
2023-09-28,170.24818420410156,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400
2023-09-29,170.76683044433594,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51814200
2023-10-02,173.30026245117188,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500
2023-10-03,171.95375061035156,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600
2023-10-04,173.2104949951172,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300
2023-10-05,174.45726013183594,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900
2023-10-06,177.0305938720703,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57224100
2023-10-09,178.52670288085938,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800
2023-10-10,177.92825317382812,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000
2023-10-11,179.3345947265625,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100
2023-10-12,180.24224853515625,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100
2023-10-13,178.38705444335938,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100
2023-10-16,178.2574005126953,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000
2023-10-17,176.6914520263672,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400
2023-10-18,175.3848419189453,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400
2023-10-19,175.00584411621094,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900
2023-10-20,172.43251037597656,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64189300
2023-10-23,172.5522003173828,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100
2023-10-24,172.99105834960938,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600
2023-10-25,170.65713500976562,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000
2023-10-26,166.45802307128906,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300
2023-10-27,167.78457641601562,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100
2023-10-30,169.8491973876953,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000
2023-10-31,170.32797241210938,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000
2023-11-01,173.51968383789062,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900
2023-11-02,177.11038208007812,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800
2023-11-03,176.1927490234375,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79763700
2023-11-06,178.7660675048828,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300
2023-11-07,181.349365234375,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000
2023-11-08,182.41659545898438,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300
2023-11-09,181.93783569335938,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500
2023-11-10,186.16244506835938,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400
2023-11-13,184.5644989013672,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500
2023-11-14,187.2011260986328,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400
2023-11-15,187.7703857421875,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500
2023-11-16,189.46824645996094,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900
2023-11-17,189.44825744628906,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700
2023-11-20,191.2060089111328,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100
2023-11-21,190.3970489501953,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500
2023-11-22,191.06619262695312,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700
2023-11-24,189.7279052734375,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300
2023-11-27,189.54812622070312,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600
2023-11-28,190.1573486328125,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400
2023-11-29,189.128662109375,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200
2023-11-30,189.70791625976562,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400
2023-12-01,190.9962921142578,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45679300
2023-12-04,189.18858337402344,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500
2023-12-05,193.1735076904297,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400
2023-12-06,192.07492065429688,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700
2023-12-07,194.02243041992188,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700
2023-12-08,195.46058654785156,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53377300
2023-12-11,192.93380737304688,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700
2023-12-12,194.4618682861328,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900
2023-12-13,197.7077178955078,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200
2023-12-14,197.85752868652344,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600
2023-12-15,197.31822204589844,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128256700
2023-12-18,195.64035034179688,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900
2023-12-19,196.68902587890625,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100
2023-12-20,194.5817108154297,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800
2023-12-21,194.431884765625,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500
2023-12-22,193.35328674316406,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37122800
2023-12-26,192.80398559570312,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300
2023-12-27,192.90383911132812,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700
2023-12-28,193.3332977294922,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900
2023-12-29,192.28463745117188,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42628800
