Date,Adj Close,Close,High,Low,Open,Volume
2022-02-10,138.6199951171875,138.6199951171875,141.4844970703125,137.95700073242188,139.70350646972656,39330000
2022-02-11,134.28250122070312,134.28250122070312,139.156494140625,133.39999389648438,138.60000610351562,39958000
2022-02-14,135.5260009765625,135.5260009765625,136.3000030517578,133.25650024414062,133.25650024414062,34302000
2022-02-15,136.60850524902344,136.60850524902344,138.10850524902344,135.82150268554688,137.57049560546875,26680000
2022-02-16,137.73800659179688,137.73800659179688,138.08599853515625,134.9239959716797,136.64649963378906,25022000
2022-02-17,132.53900146484375,132.53900146484375,137.11349487304688,132.47850036621094,136.2429962158203,38950000
2022-02-18,130.4029998779297,130.4029998779297,134.07000732421875,130.19650268554688,133.4669952392578,45620000
2022-02-22,129.81350708007812,129.81350708007812,132.1804962158203,128.22349548339844,129.83799743652344,44990000
2022-02-23,127.58799743652344,127.58799743652344,132.05099487304688,127.52749633789062,131.64849853515625,32786000
2022-02-24,132.6909942626953,132.6909942626953,133.0,124.95349884033203,124.95349884033203,54456000
2022-02-25,134.45950317382812,134.45950317382812,135.27149963378906,131.75149536132812,133.552001953125,36406000
2022-02-28,135.0570068359375,135.0570068359375,135.75149536132812,132.59249877929688,133.0500030517578,38864000
2022-03-01,134.06149291992188,134.06149291992188,136.2554931640625,133.218505859375,134.8784942626953,26496000
2022-03-02,134.57150268554688,134.57150268554688,135.2624969482422,133.07150268554688,134.6280059814453,23520000
2022-03-03,133.89950561523438,133.89950561523438,136.4394989013672,133.02549743652344,136.00999450683594,24604000
2022-03-04,131.906494140625,131.906494140625,133.85150146484375,130.33749389648438,132.92750549316406,30430000
2022-03-07,126.37850189208984,126.37850189208984,131.73500061035156,126.29499816894531,131.48800659179688,45112000
2022-03-08,127.10449981689453,127.10449981689453,131.25,125.67449951171875,126.25,40428000
2022-03-09,133.4199981689453,133.4199981689453,133.73550415039062,129.90049743652344,131.25,37026000
2022-03-10,132.42950439453125,132.42950439453125,133.27200317382812,130.91250610351562,131.26600646972656,27102000
2022-03-11,129.87049865722656,129.87049865722656,133.79550170898438,129.63150024414062,133.48849487304688,31526000
2022-03-14,125.95099639892578,125.95099639892578,130.40899658203125,125.2750015258789,130.25,38812000
2022-03-15,129.197998046875,129.197998046875,129.85450744628906,125.72049713134766,126.97599792480469,30920000
2022-03-16,133.28050231933594,133.28050231933594,133.33299255371094,128.7344970703125,130.73300170898438,35576000
2022-03-17,133.83900451660156,133.83900451660156,134.08050537109375,132.18499755859375,133.1490020751953,28264000
2022-03-18,136.12550354003906,136.12550354003906,136.24400329589844,132.2584991455078,133.42449951171875,44566000
2022-03-21,136.10150146484375,136.10150146484375,137.0500030517578,134.09249877929688,136.1634979248047,26832000
2022-03-22,139.8679962158203,139.8679962158203,141.0500030517578,136.10150146484375,136.10150146484375,35496000
2022-03-23,138.27549743652344,138.27549743652344,139.5885009765625,137.8350067138672,138.70249938964844,25154000
2022-03-24,141.57200622558594,141.57200622558594,141.61900329589844,137.75050354003906,139.1999969482422,26396000
2022-03-25,141.67300415039062,141.67300415039062,142.03500366210938,139.7375030517578,141.91600036621094,24126000
2022-03-28,141.45550537109375,141.45550537109375,142.00250244140625,139.81149291992188,140.90049743652344,35050000
2022-03-29,142.5054931640625,142.5054931640625,143.7935028076172,142.0384979248047,142.6475067138672,34318000
2022-03-30,141.93850708007812,141.93850708007812,142.7205047607422,141.60000610351562,142.4600067138672,19884000
2022-03-31,139.0675048828125,139.0675048828125,142.10800170898438,139.02450561523438,142.05299377441406,37524000
2022-04-01,140.15049743652344,140.15049743652344,140.4709930419922,138.3074951171875,139.5,25942000
2022-04-04,142.97149658203125,142.97149658203125,143.71200561523438,140.3105010986328,140.35850524902344,25942000
2022-04-05,140.59100341796875,140.59100341796875,142.99049377441406,140.38250732421875,142.86900329589844,21418000
2022-04-06,136.54800415039062,136.54800415039062,139.36050415039062,135.51699829101562,138.75,32468000
2022-04-07,135.8885040283203,135.8885040283203,137.1645050048828,134.2274932861328,136.00999450683594,26234000
2022-04-08,133.28750610351562,133.28750610351562,135.6699981689453,132.9654998779297,135.58349609375,25142000
2022-04-11,128.82350158691406,128.82350158691406,132.09249877929688,128.6685028076172,131.82350158691406,36884000
2022-04-12,127.7145004272461,127.7145004272461,131.60000610351562,126.78900146484375,131.60000610351562,32710000
2022-04-13,129.8939971923828,129.8939971923828,130.33399963378906,127.74099731445312,128.0,27928000
2022-04-14,126.7300033569336,126.7300033569336,130.47950744628906,126.60099792480469,130.47950744628906,31598000
2022-04-18,127.67649841308594,127.67649841308594,128.21249389648438,126.18199920654297,127.0,20808000
2022-04-19,130.00900268554688,130.00900268554688,130.33299255371094,126.99949645996094,127.69149780273438,26490000
2022-04-20,128.0399932861328,128.0399932861328,131.3990020751953,127.5,130.89199829101562,31696000
2022-04-21,124.81449890136719,124.81449890136719,130.09849548339844,124.52649688720703,129.25,36446000
2022-04-22,119.635498046875,119.635498046875,125.4020004272461,118.92500305175781,125.0,56884000
2022-04-25,123.0739974975586,123.0739974975586,123.27749633789062,118.51100158691406,119.10099792480469,46128000
2022-04-26,118.6500015258789,118.6500015258789,122.51000213623047,118.51100158691406,122.29450225830078,73054000
2022-04-27,114.29450225830078,114.29450225830078,117.24199676513672,112.73650360107422,114.46949768066406,91820000
2022-04-28,118.52249908447266,118.52249908447266,119.64949798583984,114.11499786376953,116.41500091552734,48884000
2022-04-29,114.1094970703125,114.1094970703125,117.91999816894531,113.81449890136719,116.7344970703125,42676000
2022-05-02,116.58300018310547,116.58300018310547,116.74549865722656,112.5999984741211,113.40499877929688,35534000
2022-05-03,117.33399963378906,117.33399963378906,118.44200134277344,116.03450012207031,116.43049621582031,24968000
2022-05-04,122.26100158691406,122.26100158691406,122.85449981689453,115.11599731445312,117.03150177001953,49916000
2022-05-05,116.50550079345703,116.50550079345703,121.03900146484375,115.00550079345703,120.2040023803711,45840000
2022-05-06,115.74649810791016,115.74649810791016,117.57150268554688,114.0155029296875,115.18450164794922,39710000
2022-05-09,112.51100158691406,112.51100158691406,115.0770034790039,112.00050354003906,113.25,40802000
2022-05-10,114.3949966430664,114.3949966430664,116.25,112.90049743652344,115.50749969482422,39900000
2022-05-11,113.60250091552734,113.60250091552734,116.364501953125,113.23650360107422,113.23650360107422,37534000
2022-05-12,112.84400177001953,112.84400177001953,114.29499816894531,109.82450103759766,111.37750244140625,53836000
2022-05-13,116.05049896240234,116.05049896240234,117.875,113.6050033569336,114.53299713134766,35038000
2022-05-16,114.44499969482422,114.44499969482422,116.16999816894531,113.8895034790039,114.95549774169922,25990000
2022-05-17,116.4729995727539,116.4729995727539,116.9000015258789,114.87000274658203,116.84049987792969,23054000
2022-05-18,111.89949798583984,111.89949798583984,115.4000015258789,111.55549621582031,115.0,35126000
2022-05-19,110.38400268554688,110.38400268554688,113.01000213623047,110.0,111.43150329589844,34144000
2022-05-20,108.90799713134766,108.90799713134766,112.18350219726562,105.79650115966797,111.95099639892578,48962000
2022-05-23,111.48799896240234,111.48799896240234,112.14749908447266,108.74099731445312,109.5875015258789,37184000
2022-05-24,105.97000122070312,105.97000122070312,106.45850372314453,101.8844985961914,105.77200317382812,76780000
2022-05-25,105.80500030517578,105.80500030517578,106.5,103.85649871826172,104.9854965209961,40258000
2022-05-26,107.7925033569336,107.7925033569336,108.64949798583984,105.2249984741211,105.677001953125,37948000
2022-05-27,112.31649780273438,112.31649780273438,112.31800079345703,109.13849639892578,109.48300170898438,37914000
2022-05-31,113.76200103759766,113.76200103759766,115.73500061035156,112.07849884033203,112.74649810791016,50012000
2022-06-01,113.89199829101562,113.89199829101562,117.10150146484375,113.25,114.8550033569336,36606000
2022-06-02,117.62249755859375,117.62249755859375,117.89949798583984,112.94650268554688,114.0,37992000
2022-06-03,114.54100036621094,114.54100036621094,116.32150268554688,113.51850128173828,116.0625,26136000
2022-06-06,116.82050323486328,116.82050323486328,119.34700012207031,116.16400146484375,116.70449829101562,33542000
2022-06-07,117.14949798583984,117.14949798583984,117.69100189208984,115.052001953125,115.48049926757812,31590000
2022-06-08,117.19400024414062,117.19400024414062,118.57050323486328,116.5999984741211,116.7614974975586,26108000
2022-06-09,114.83550262451172,114.83550262451172,118.29900360107422,114.7760009765625,116.32749938964844,25798000
2022-06-10,111.1614990234375,111.1614990234375,113.27899932861328,110.36599731445312,112.44499969482422,41452000
2022-06-13,106.39250183105469,106.39250183105469,108.79149627685547,106.11900329589844,106.7864990234375,47252000
2022-06-14,106.71549987792969,106.71549987792969,107.92449951171875,105.80000305175781,106.53500366210938,33706000
2022-06-15,109.7645034790039,109.7645034790039,111.42350006103516,107.66950225830078,108.54499816894531,39698000
2022-06-16,106.03350067138672,106.03350067138672,108.64849853515625,105.13800048828125,107.22100067138672,51684000
2022-06-17,107.14350128173828,107.14350128173828,108.69950103759766,105.0459976196289,106.03350067138672,51376000
2022-06-21,111.54399871826172,111.54399871826172,112.489501953125,108.5999984741211,108.92949676513672,47416000
2022-06-22,111.48750305175781,111.48750305175781,113.34649658203125,110.38249969482422,110.55650329589844,30774000
2022-06-23,112.24199676513672,112.24199676513672,112.74250030517578,110.50050354003906,112.23149871826172,28362000
2022-06-24,117.9749984741211,117.9749984741211,118.0790023803711,112.95249938964844,112.99500274658203,41164000
2022-06-27,115.83350372314453,115.83350372314453,118.57949829101562,115.17949676513672,118.27300262451172,36420000
2022-06-28,112.00749969482422,112.00749969482422,117.30950164794922,111.8479995727539,115.80249786376953,35792000
2022-06-29,111.70149993896484,111.70149993896484,113.1604995727539,110.87249755859375,111.552001953125,24716000
2022-06-30,108.96299743652344,108.96299743652344,110.88800048828125,106.75,110.0,43170000
2022-07-01,108.73750305175781,108.73750305175781,109.25,106.73049926757812,107.93299865722656,35476000
2022-07-05,113.26300048828125,113.26300048828125,113.37699890136719,105.73149871826172,107.10050201416016,39342000
2022-07-06,114.5719985961914,114.5719985961914,115.5895004272461,111.47599792480469,113.302001953125,37432000
2022-07-07,118.78299713134766,118.78299713134766,119.18949890136719,114.83350372314453,115.08000183105469,40936000
2022-07-08,119.35350036621094,119.35350036621094,119.68499755859375,116.90149688720703,117.25,38238000
2022-07-11,115.67649841308594,115.67649841308594,117.99800109863281,115.33049774169922,117.99800109863281,31196000
2022-07-12,114.02050018310547,114.02050018310547,116.9739990234375,113.69000244140625,116.21499633789062,29960000
2022-07-13,111.35350036621094,111.35350036621094,114.19599914550781,111.20149993896484,111.70099639892578,43722000
2022-07-14,110.36750030517578,110.36750030517578,111.09300231933594,108.37300109863281,110.21050262451172,37004000
2022-07-15,111.77749633789062,111.77749633789062,113.1405029296875,110.9000015258789,112.00050354003906,46770000
2022-07-18,109.02999877929688,109.02999877929688,113.68000030517578,108.37000274658203,112.63999938964844,43164600
2022-07-19,113.80999755859375,113.80999755859375,114.0199966430664,109.55999755859375,110.8499984741211,36530900
2022-07-20,113.9000015258789,113.9000015258789,115.4000015258789,112.4800033569336,113.16999816894531,35600400
2022-07-21,114.33999633789062,114.33999633789062,114.55000305175781,111.11000061035156,114.27999877929688,32676200
2022-07-22,107.9000015258789,107.9000015258789,112.33999633789062,106.5,111.0,48901200
2022-07-25,107.51000213623047,107.51000213623047,109.87000274658203,106.30000305175781,108.41000366210938,34690900
2022-07-26,105.0199966430664,105.0199966430664,107.19999694824219,104.06999969482422,106.5999984741211,47991000
2022-07-27,113.05999755859375,113.05999755859375,113.91000366210938,108.01000213623047,109.26000213623047,59858500
2022-07-28,114.22000122070312,114.22000122070312,114.33999633789062,111.45999908447266,112.37000274658203,32816600
2022-07-29,116.31999969482422,116.31999969482422,116.70999908447266,113.05999755859375,113.08000183105469,37223400
2022-08-01,114.86000061035156,114.86000061035156,116.72000122070312,114.33999633789062,115.30000305175781,26034300
2022-08-02,115.12999725341797,115.12999725341797,116.3499984741211,113.72000122070312,114.0,20236000
2022-08-03,118.08000183105469,118.08000183105469,118.62000274658203,115.4800033569336,115.70999908447266,28499000
2022-08-04,118.19000244140625,118.19000244140625,118.77999877929688,116.88999938964844,117.4800033569336,21602900
2022-08-05,117.47000122070312,117.47000122070312,118.11000061035156,116.0,116.2300033569336,19159500
2022-08-08,117.30000305175781,117.30000305175781,120.1500015258789,116.87999725341797,118.38999938964844,19138300
2022-08-09,116.62999725341797,116.62999725341797,117.31999969482422,115.70999908447266,117.13999938964844,19086500
2022-08-10,119.69999694824219,119.69999694824219,120.91999816894531,118.41000366210938,118.77999877929688,30930400
2022-08-11,118.83999633789062,118.83999633789062,121.48999786376953,118.55999755859375,121.27999877929688,24293700
2022-08-12,121.68000030517578,121.68000030517578,121.68000030517578,119.45999908447266,120.26000213623047,19096300
2022-08-15,122.08000183105469,122.08000183105469,122.30000305175781,120.61000061035156,121.12999725341797,19494800
2022-08-16,121.69999694824219,121.69999694824219,122.43000030517578,120.63999938964844,121.5199966430664,19041200
2022-08-17,119.55000305175781,119.55000305175781,121.29000091552734,119.37999725341797,120.12000274658203,22847000
2022-08-18,120.16999816894531,120.16999816894531,120.81999969482422,118.72000122070312,119.43000030517578,17987700
2022-08-19,117.20999908447266,117.20999908447266,119.1500015258789,116.76000213623047,119.05999755859375,21809500
2022-08-22,114.23999786376953,114.23999786376953,115.62999725341797,113.8499984741211,115.19999694824219,21456600
2022-08-23,113.86000061035156,113.86000061035156,115.01000213623047,113.43000030517578,113.4800033569336,15870400
2022-08-24,113.69000244140625,113.69000244140625,114.77999877929688,112.87000274658203,113.5,17734600
2022-08-25,116.6500015258789,116.6500015258789,116.72000122070312,114.11000061035156,114.23999786376953,16956800
2022-08-26,110.33999633789062,110.33999633789062,115.12000274658203,110.19000244140625,114.72000122070312,37245700
2022-08-29,109.41999816894531,109.41999816894531,110.94999694824219,108.80000305175781,109.98999786376953,21191200
2022-08-30,108.94000244140625,108.94000244140625,110.5,107.80000305175781,110.16999816894531,27513300
2022-08-31,108.22000122070312,108.22000122070312,110.8499984741211,108.12999725341797,110.6500015258789,28627000
2022-09-01,109.73999786376953,109.73999786376953,110.44999694824219,107.36000061035156,108.27999877929688,28360900
2022-09-02,107.8499984741211,107.8499984741211,110.73999786376953,107.26000213623047,110.58999633789062,24160700
2022-09-06,106.80999755859375,106.80999755859375,108.02999877929688,105.77999877929688,107.30000305175781,25068300
2022-09-07,109.44999694824219,109.44999694824219,109.9800033569336,106.9000015258789,107.05999755859375,23167000
2022-09-08,108.37999725341797,108.37999725341797,109.5999984741211,107.16000366210938,108.04000091552734,24238300
2022-09-09,110.6500015258789,110.6500015258789,110.98999786376953,109.0199966430664,109.06999969482422,23197700
2022-09-12,110.86000061035156,110.86000061035156,111.62000274658203,109.93000030517578,110.98999786376953,22966800
2022-09-13,104.31999969482422,104.31999969482422,108.30000305175781,104.08999633789062,107.80000305175781,38172900
2022-09-14,105.0,105.0,105.27999877929688,103.66000366210938,104.56999969482422,26395100
2022-09-15,102.91000366210938,102.91000366210938,105.2699966430664,102.3499984741211,104.02999877929688,34188300
2022-09-16,102.80000305175781,102.80000305175781,103.12999725341797,100.94000244140625,102.06999969482422,42797200
2022-09-19,103.06999969482422,103.06999969482422,103.33000183105469,101.55000305175781,101.75,23036800
2022-09-20,101.13999938964844,101.13999938964844,102.37000274658203,100.5199966430664,102.08000183105469,26517100
2022-09-21,99.27999877929688,99.27999877929688,102.87999725341797,99.2699966430664,101.66999816894531,31487300
2022-09-22,100.13999938964844,100.13999938964844,101.23999786376953,98.79000091552734,98.81999969482422,34298600
2022-09-23,98.73999786376953,98.73999786376953,99.66000366210938,97.47000122070312,99.62999725341797,31625400
2022-09-26,98.16999816894531,98.16999816894531,99.87999725341797,97.80000305175781,98.0999984741211,27072700
2022-09-27,97.5,97.5,100.0,96.87000274658203,99.43000030517578,30072800
2022-09-28,100.05000305175781,100.05000305175781,100.69999694824219,97.11000061035156,97.6500015258789,32466300
2022-09-29,97.41999816894531,97.41999816894531,98.63999938964844,95.95999908447266,98.63999938964844,31047200
2022-09-30,95.6500015258789,95.6500015258789,98.9000015258789,95.55999755859375,97.05000305175781,32941500
2022-10-03,98.63999938964844,98.63999938964844,99.29000091552734,96.5199966430664,96.76000213623047,27982000
2022-10-04,101.63999938964844,101.63999938964844,101.83999633789062,100.37999725341797,100.44000244140625,28850800
2022-10-05,101.43000030517578,101.43000030517578,101.93000030517578,98.80000305175781,99.83000183105469,22176900
2022-10-06,101.41999816894531,101.41999816894531,102.93000030517578,100.58999633789062,100.68000030517578,22324000
2022-10-07,98.68000030517578,98.68000030517578,100.52999877929688,98.30000305175781,99.8499984741211,27502800
2022-10-10,97.86000061035156,97.86000061035156,99.0999984741211,97.01000213623047,99.0,18225100
2022-10-11,97.18000030517578,97.18000030517578,99.25,96.30999755859375,97.43000030517578,26507100
2022-10-12,97.55999755859375,97.55999755859375,98.75,96.73999786376953,97.30000305175781,21876400
2022-10-13,99.05999755859375,99.05999755859375,99.77999877929688,94.37999725341797,95.1500015258789,34574500
2022-10-14,96.55999755859375,96.55999755859375,100.69000244140625,96.37000274658203,99.98999786376953,25410700
2022-10-17,99.97000122070312,99.97000122070312,100.93000030517578,98.83000183105469,98.86000061035156,28419200
2022-10-18,100.7699966430664,100.7699966430664,103.47000122070312,99.97000122070312,103.12999725341797,24060700
2022-10-19,99.62999725341797,99.62999725341797,101.0199966430664,98.91999816894531,100.01000213623047,23811100
2022-10-20,99.97000122070312,99.97000122070312,102.31999969482422,99.38999938964844,100.0,25323200
2022-10-21,101.12999725341797,101.12999725341797,101.30999755859375,97.72000122070312,97.8499984741211,32458700
2022-10-24,102.5199966430664,102.5199966430664,102.75,99.9800033569336,101.80000305175781,27176400
2022-10-25,104.4800033569336,104.4800033569336,104.81999969482422,102.72000122070312,102.9000015258789,40611400
2022-10-26,94.93000030517578,94.93000030517578,98.30999755859375,94.69000244140625,96.43000030517578,88114100
2022-10-27,92.22000122070312,92.22000122070312,95.43000030517578,91.80000305175781,94.5199966430664,60710900
2022-10-28,96.29000091552734,96.29000091552734,96.55000305175781,92.12999725341797,92.2699966430664,43697300
2022-10-31,94.51000213623047,94.51000213623047,96.02999877929688,93.9800033569336,95.41999816894531,31675000
2022-11-01,90.47000122070312,90.47000122070312,96.02999877929688,90.37000274658203,95.44999694824219,47161400
2022-11-02,86.97000122070312,86.97000122070312,91.18000030517578,86.87999725341797,90.94000244140625,57038300
2022-11-03,83.43000030517578,83.43000030517578,86.5199966430664,83.33999633789062,86.31999969482422,61288000
2022-11-04,86.58000183105469,86.58000183105469,86.63999938964844,83.70999908447266,85.4000015258789,51124900
2022-11-07,88.48999786376953,88.48999786376953,88.9000015258789,86.8499984741211,87.27999877929688,34078900
2022-11-08,88.9000015258789,88.9000015258789,90.31999969482422,87.58999633789062,88.9000015258789,30429000
2022-11-09,87.31999969482422,87.31999969482422,89.44000244140625,87.27999877929688,88.44999694824219,31769100
2022-11-10,93.94000244140625,93.94000244140625,94.38999938964844,91.61000061035156,92.25,51620100
2022-11-11,96.41000366210938,96.41000366210938,96.93000030517578,93.91999816894531,94.69000244140625,33090500
2022-11-14,95.69999694824219,95.69999694824219,96.79000091552734,94.51000213623047,95.08999633789062,30179500
2022-11-15,98.44000244140625,98.44000244140625,100.13999938964844,96.70999908447266,98.26000213623047,41640800
2022-11-16,98.8499984741211,98.8499984741211,99.63999938964844,97.63999938964844,97.9000015258789,29105200
2022-11-17,98.36000061035156,98.36000061035156,99.27999877929688,96.79000091552734,96.97000122070312,26052600
2022-11-18,97.43000030517578,97.43000030517578,98.9000015258789,96.37000274658203,98.7699966430664,28342300
2022-11-21,95.5999984741211,95.5999984741211,98.4000015258789,95.36000061035156,97.29000091552734,21647400
2022-11-22,97.05000305175781,97.05000305175781,97.22000122070312,94.05000305175781,95.94999694824219,23438500
2022-11-23,98.45999908447266,98.45999908447266,98.76000213623047,97.08999633789062,97.08999633789062,18868100
2022-11-25,97.45999908447266,97.45999908447266,98.63999938964844,97.4000015258789,98.23999786376953,9701400
2022-11-28,96.05000305175781,96.05000305175781,97.58000183105469,95.61000061035156,97.04000091552734,26237500
2022-11-29,95.19000244140625,95.19000244140625,96.12000274658203,94.11000061035156,95.7300033569336,20061700
2022-11-30,100.98999786376953,100.98999786376953,101.04000091552734,94.41999816894531,94.81999969482422,43647500
2022-12-01,100.98999786376953,100.98999786376953,102.25,100.25,101.0199966430664,28687100
2022-12-02,100.44000244140625,100.44000244140625,100.7699966430664,98.9000015258789,99.05000305175781,21480700
2022-12-05,99.4800033569336,99.4800033569336,101.37999725341797,99.0,99.4000015258789,24405100
2022-12-06,96.9800033569336,96.9800033569336,99.77999877929688,96.41999816894531,99.30000305175781,24910700
2022-12-07,94.94000244140625,94.94000244140625,96.87999725341797,94.72000122070312,96.41000366210938,31045400
2022-12-08,93.70999908447266,93.70999908447266,95.58000183105469,93.44999694824219,95.37999725341797,32213300
2022-12-09,92.83000183105469,92.83000183105469,94.26000213623047,92.75,93.7699966430664,28225400
2022-12-12,93.30999755859375,93.30999755859375,93.55999755859375,91.61000061035156,92.70999908447266,29420000
2022-12-13,95.62999725341797,95.62999725341797,99.52999877929688,95.02999877929688,97.76000213623047,40593700
2022-12-14,95.06999969482422,95.06999969482422,96.87000274658203,93.5999984741211,95.19999694824219,28733600
2022-12-15,90.86000061035156,90.86000061035156,93.63999938964844,90.01000213623047,93.12999725341797,40107000
2022-12-16,90.26000213623047,90.26000213623047,91.33000183105469,89.5199966430664,90.76000213623047,58011800
2022-12-19,88.44000244140625,88.44000244140625,90.55999755859375,88.20999908447266,90.26000213623047,29493000
2022-12-20,89.0199966430664,89.0199966430664,89.18000030517578,87.44000244140625,88.11000061035156,23453800
2022-12-21,89.58000183105469,89.58000183105469,90.22000122070312,88.31999969482422,89.08000183105469,24745600
2022-12-22,87.76000213623047,87.76000213623047,88.54000091552734,86.31999969482422,88.16000366210938,27658300
2022-12-23,89.2300033569336,89.2300033569336,89.55000305175781,87.06999969482422,87.11000061035156,23003000
2022-12-27,87.38999938964844,87.38999938964844,88.94000244140625,87.01000213623047,88.80000305175781,20097300
2022-12-28,86.0199966430664,86.0199966430664,88.04000091552734,85.94000244140625,86.9800033569336,19523200
2022-12-29,88.44999694824219,88.44999694824219,88.8499984741211,86.61000061035156,86.62000274658203,23333500
2022-12-30,88.2300033569336,88.2300033569336,88.30000305175781,86.56999969482422,86.9800033569336,23986300
2023-01-03,89.12000274658203,89.12000274658203,91.05000305175781,88.5199966430664,89.58999633789062,28131200
2023-01-04,88.08000183105469,88.08000183105469,90.6500015258789,87.2699966430664,90.3499984741211,34854800
2023-01-05,86.19999694824219,86.19999694824219,87.56999969482422,85.9000015258789,87.47000122070312,27194400
2023-01-06,87.33999633789062,87.33999633789062,87.69000244140625,84.86000061035156,86.79000091552734,41381500
2023-01-09,88.0199966430664,88.0199966430664,90.05000305175781,87.86000061035156,88.36000061035156,29003900
2023-01-10,88.41999816894531,88.41999816894531,88.66999816894531,85.83000183105469,85.9800033569336,30467800
2023-01-11,91.5199966430664,91.5199966430664,91.5999984741211,89.01000213623047,89.18000030517578,26862000
2023-01-12,91.12999725341797,91.12999725341797,91.87000274658203,89.75,91.4800033569336,30258100
2023-01-13,92.12000274658203,92.12000274658203,92.19000244140625,90.12999725341797,90.8499984741211,26329200
2023-01-17,91.29000091552734,91.29000091552734,92.25,90.05000305175781,92.05999755859375,32602400
2023-01-18,91.12000274658203,91.12000274658203,92.80000305175781,90.63999938964844,92.13999938964844,29116700
2023-01-19,93.05000305175781,93.05000305175781,93.61000061035156,90.62999725341797,90.72000122070312,37000400
2023-01-20,98.0199966430664,98.0199966430664,98.30000305175781,95.0199966430664,95.0999984741211,63191100
2023-01-23,99.79000091552734,99.79000091552734,100.04000091552734,97.5,97.94999694824219,40005100
2023-01-24,97.69999694824219,97.69999694824219,99.61000061035156,97.19999694824219,98.0999984741211,33078500
2023-01-25,95.22000122070312,95.22000122070312,96.16000366210938,93.76000213623047,95.56999969482422,42330000
2023-01-26,97.5199966430664,97.5199966430664,97.56999969482422,95.37999725341797,96.5,30114000
2023-01-27,99.37000274658203,99.37000274658203,100.31999969482422,97.30999755859375,97.30999755859375,33879800
2023-01-30,96.94000244140625,96.94000244140625,98.29000091552734,96.4000015258789,97.4800033569336,27226200
2023-01-31,98.83999633789062,98.83999633789062,98.87999725341797,96.81999969482422,96.87000274658203,29870700
2023-02-01,100.43000030517578,100.43000030517578,101.19000244140625,97.58000183105469,98.70999908447266,35531100
2023-02-02,107.73999786376953,107.73999786376953,107.8499984741211,105.61000061035156,105.80000305175781,69883800
2023-02-03,104.77999877929688,104.77999877929688,107.80999755859375,102.58000183105469,102.93000030517578,65309300
2023-02-06,102.9000015258789,102.9000015258789,104.36000061035156,101.87999725341797,102.4000015258789,31999600
2023-02-07,107.63999938964844,107.63999938964844,108.18000030517578,103.12000274658203,103.22000122070312,49010200
2023-02-08,99.37000274658203,99.37000274658203,103.13999938964844,98.04000091552734,102.05000305175781,94743500
2023-02-09,95.01000213623047,95.01000213623047,100.02999877929688,93.62999725341797,100.0,119455000
2023-02-10,94.56999969482422,94.56999969482422,96.75,94.25,95.44999694824219,54980700
2023-02-13,94.61000061035156,94.61000061035156,95.19999694824219,93.83999633789062,94.73999786376953,50076100
2023-02-14,94.68000030517578,94.68000030517578,94.8499984741211,92.26000213623047,94.43000030517578,54726100
2023-02-15,96.94000244140625,96.94000244140625,97.12000274658203,94.1500015258789,94.48999786376953,50169000
2023-02-16,95.51000213623047,95.51000213623047,97.68000030517578,94.73999786376953,95.37000274658203,42462600
2023-02-17,94.3499984741211,94.3499984741211,95.55999755859375,93.20999908447266,94.8499984741211,34284100
2023-02-21,91.79000091552734,91.79000091552734,93.0999984741211,91.72000122070312,93.0,33629300
2023-02-22,91.6500015258789,91.6500015258789,92.11000061035156,90.61000061035156,91.69999694824219,30884000
2023-02-23,90.88999938964844,90.88999938964844,91.94000244140625,89.76000213623047,91.91999816894531,41206400
2023-02-24,89.12999725341797,89.12999725341797,89.88999938964844,88.58000183105469,89.44000244140625,36585100
2023-02-27,89.87000274658203,89.87000274658203,90.16000366210938,89.33999633789062,89.87000274658203,27502300
2023-02-28,90.05999755859375,90.05999755859375,91.2300033569336,89.31999969482422,89.33000183105469,30142000
2023-03-01,90.36000061035156,90.36000061035156,91.02999877929688,89.66999816894531,89.9800033569336,31111200
2023-03-02,92.0,92.0,92.27999877929688,89.58999633789062,89.66000366210938,32204400
2023-03-03,93.6500015258789,93.6500015258789,93.7300033569336,92.44999694824219,92.4800033569336,35160100
2023-03-06,95.12999725341797,95.12999725341797,95.97000122070312,94.0,94.0199966430664,32639300
2023-03-07,93.86000061035156,93.86000061035156,95.66999816894531,93.52999877929688,94.9800033569336,27835500
2023-03-08,94.25,94.25,95.95999908447266,94.0,94.12000274658203,34103300
2023-03-09,92.31999969482422,92.31999969482422,95.52999877929688,91.9000015258789,94.05000305175781,28813500
2023-03-10,90.62999725341797,90.62999725341797,92.79000091552734,90.4000015258789,92.16999816894531,35941000
2023-03-13,91.11000061035156,91.11000061035156,92.56999969482422,89.41999816894531,90.08999633789062,37335600
2023-03-14,93.97000122070312,93.97000122070312,94.36000061035156,92.44000244140625,92.55999755859375,36050200
2023-03-15,96.11000061035156,96.11000061035156,96.93000030517578,92.63999938964844,93.22000122070312,50622100
2023-03-16,100.31999969482422,100.31999969482422,101.19000244140625,95.5,96.19999694824219,65492000
2023-03-17,101.62000274658203,101.62000274658203,102.83999633789062,100.0999984741211,100.26000213623047,61028500
2023-03-20,101.22000122070312,101.22000122070312,101.75,99.87000274658203,100.12000274658203,32960400
2023-03-21,104.91999816894531,104.91999816894531,105.0999984741211,101.22000122070312,101.25,42110300
2023-03-22,103.37000274658203,103.37000274658203,106.58999633789062,103.33000183105469,104.2699966430664,43427400
